client_id,domain,keyword,position,search_volume,competition,keyword_difficulty,cpc,pulled_at
momentum-360,momentumvirtualtours.com,if you have 10k followers on instagram how much money,12,30,0.00,4,,2026-09-15
momentum-360,momentumvirtualtours.com,instagram 100k followers income,12,140,0.00,4,,2026-09-15
momentum-360,momentumvirtualtours.com,instagram post hours,12,30,0.00,31,,2026-09-15
momentum-360,momentumvirtualtours.com,is posting everyday on instagram good,12,40,0.01,8,,2026-09-15
momentum-360,momentumvirtualtours.com,property tax indianapolis indiana,12,1300,0.01,15,5.71,2026-09-15
momentum-360,momentumvirtualtours.com,smithsonian museum of natural history virtual tour,12,210,0.00,21,,2026-09-15
momentum-360,momentumvirtualtours.com,statue of liberty virtual tours,12,590,0.02,16,,2026-09-15
momentum-360,momentumvirtualtours.com,suspended account youtube,12,90,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,tiktok account with 100k followers,12,140,0.01,4,,2026-09-15
momentum-360,momentumvirtualtours.com,va health system,12,590,0.03,90,2.89,2026-09-15
momentum-360,momentumvirtualtours.com,virtual field trip statue of liberty,12,590,0.02,2,,2026-09-15
momentum-360,momentumvirtualtours.com,virtual tour of the met,12,30,0.06,9,,2026-09-15
momentum-360,momentumvirtualtours.com,virtual tour statue of liberty,12,590,0.02,16,,2026-09-15
momentum-360,momentumvirtualtours.com,white house layout 3d,12,480,0.00,12,,2026-09-15
momentum-360,momentumvirtualtours.com,why are my instagram followers not increasing,12,20,0.02,6,,2026-09-15
momentum-360,momentumvirtualtours.com,why is my instagram followers not increasing,12,20,0.02,0,,2026-09-15
momentum-360,momentumvirtualtours.com,1 star google review,13,30,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,360 view of the white house,13,30,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,360 view of white house,13,40,0.00,7,,2026-09-15
momentum-360,momentumvirtualtours.com,at how many followers does tiktok pay you,13,50,0.02,13,,2026-09-15
momentum-360,momentumvirtualtours.com,best times to post content on instagram,13,70,0.02,42,,2026-09-15
momentum-360,momentumvirtualtours.com,event videography pricing,13,70,0.40,0,4.98,2026-09-15
momentum-360,momentumvirtualtours.com,google building inside,13,30,0.00,16,,2026-09-15
momentum-360,momentumvirtualtours.com,graceland online tour,13,70,0.01,28,0.02,2026-09-15
momentum-360,momentumvirtualtours.com,how do i get a lot of likes on instagram,13,210,0.16,8,7.05,2026-09-15
momentum-360,momentumvirtualtours.com,how do you get instagram likes,13,720,0.35,28,3.17,2026-09-15
momentum-360,momentumvirtualtours.com,how do you play games on vr,13,210,0.06,0,,2026-09-15
momentum-360,momentumvirtualtours.com,how do you play vr games,13,210,0.06,7,,2026-09-15
momentum-360,momentumvirtualtours.com,how many followers on tiktok to get money,13,210,0.02,9,,2026-09-15
momentum-360,momentumvirtualtours.com,how much to pay social media manager,13,40,0.31,25,4.37,2026-09-15
momentum-360,momentumvirtualtours.com,how to delete videos from iphone,13,480,0.07,0,0.77,2026-09-15
momentum-360,momentumvirtualtours.com,how to get a lot likes on instagram,13,210,0.16,3,7.05,2026-09-15
momentum-360,momentumvirtualtours.com,how to get like instagram,13,720,0.35,7,3.17,2026-09-15
momentum-360,momentumvirtualtours.com,how to get likes fast on instagram,13,110,0.47,12,1.43,2026-09-15
momentum-360,momentumvirtualtours.com,how to get loads of likes on instagram,13,210,0.16,3,7.05,2026-09-15
momentum-360,momentumvirtualtours.com,how to get lots likes on instagram,13,210,0.16,3,7.05,2026-09-15
momentum-360,momentumvirtualtours.com,how to get quick likes on instagram,13,110,0.47,13,1.43,2026-09-15
momentum-360,momentumvirtualtours.com,how to improve instagram likes,13,50,0.39,6,6.35,2026-09-15
momentum-360,momentumvirtualtours.com,how to match on tinder for free,13,30,0.10,20,,2026-09-15
momentum-360,momentumvirtualtours.com,matches en tinder,13,720,0.00,19,7.79,2026-09-15
momentum-360,momentumvirtualtours.com,matterport download,13,110,0.14,15,14.38,2026-09-15
momentum-360,momentumvirtualtours.com,national museum of natural history washington dc virtual tour,13,210,0.00,31,,2026-09-15
momentum-360,momentumvirtualtours.com,oval office 360 view,13,20,0.00,7,,2026-09-15
momentum-360,momentumvirtualtours.com,smithsonian virtual field trip,13,90,0.01,24,,2026-09-15
momentum-360,momentumvirtualtours.com,statue of liberty virtual field trip,13,50,0.01,2,,2026-09-15
momentum-360,momentumvirtualtours.com,tiktok account with 100 followers,13,170,0.01,10,0.23,2026-09-15
momentum-360,momentumvirtualtours.com,tinder get more likes,13,30,0.08,0,0.40,2026-09-15
momentum-360,momentumvirtualtours.com,to get more likes on instagram,13,140,0.00,9,,2026-09-15
momentum-360,momentumvirtualtours.com,va meaning hospital,13,30,0.00,65,,2026-09-15
momentum-360,momentumvirtualtours.com,what does va stand for in va hospital,13,40,0.00,35,,2026-09-15
momentum-360,momentumvirtualtours.com,why am i not getting likes on ig,13,70,0.02,0,,2026-09-15
momentum-360,momentumvirtualtours.com,why is my instagram not getting likes,13,20,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,1-star google review,14,30,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,100 000 followers on instagram,14,90,0.17,0,3.25,2026-09-15
momentum-360,momentumvirtualtours.com,360 tour google,14,50,0.10,10,,2026-09-15
momentum-360,momentumvirtualtours.com,andice,14,2400,0.03,0,0.19,2026-09-15
momentum-360,momentumvirtualtours.com,average property tax in san diego,14,50,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,best cameras for photo and video,14,1300,1.00,7,0.86,2026-09-15
momentum-360,momentumvirtualtours.com,best real estate groups,14,50,0.05,31,,2026-09-15
momentum-360,momentumvirtualtours.com,can any veteran go to va hospital,14,70,0.03,28,,2026-09-15
momentum-360,momentumvirtualtours.com,communication hills park,14,40,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,disabled youtube account,14,70,0.00,39,,2026-09-15
momentum-360,momentumvirtualtours.com,foley square new york,14,880,0.15,0,0.12,2026-09-15
momentum-360,momentumvirtualtours.com,get more likes on tinder,14,30,0.08,0,0.40,2026-09-15
momentum-360,momentumvirtualtours.com,google office tour,14,70,0.19,12,5.29,2026-09-15
momentum-360,momentumvirtualtours.com,home jab photography,14,30,0.59,1,8.52,2026-09-15
momentum-360,momentumvirtualtours.com,homejab photography,14,40,0.59,10,8.76,2026-09-15
momentum-360,momentumvirtualtours.com,how can i get a lot of likes on instagram,14,210,0.16,4,7.05,2026-09-15
momentum-360,momentumvirtualtours.com,how do i delete a video from my iphone,14,70,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,how do i delete a video on my iphone,14,70,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,how many followers to get paid on tiktok,14,880,0.03,6,0.41,2026-09-15
momentum-360,momentumvirtualtours.com,how many followers to make money on tik tok,14,880,0.03,0,0.64,2026-09-15
momentum-360,momentumvirtualtours.com,how much money is 1 million views,14,90,0.00,3,,2026-09-15
momentum-360,momentumvirtualtours.com,how much to charge for graduation photos,14,40,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,how to be popular in social media,14,40,0.06,2,,2026-09-15
momentum-360,momentumvirtualtours.com,how to delete a video on iphone,14,480,0.07,0,0.77,2026-09-15
momentum-360,momentumvirtualtours.com,how to get more likes on instagram after posting,14,50,0.33,8,4.43,2026-09-15
momentum-360,momentumvirtualtours.com,how to get popular on social media,14,90,0.24,12,5.78,2026-09-15
momentum-360,momentumvirtualtours.com,inside google building,14,30,0.00,15,,2026-09-15
momentum-360,momentumvirtualtours.com,instagram account with no followers,14,260,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,matterport discover,14,1000,0.04,24,8.83,2026-09-15
momentum-360,momentumvirtualtours.com,natural history museum washington dc virtual tour,14,170,0.01,23,,2026-09-15
momentum-360,momentumvirtualtours.com,not getting instagram likes,14,50,0.01,0,,2026-09-15
momentum-360,momentumvirtualtours.com,social media manager for small business,14,320,0.39,2,20.62,2026-09-15
momentum-360,momentumvirtualtours.com,sorority house tour,14,40,0.00,2,,2026-09-15
momentum-360,momentumvirtualtours.com,sorority house tours,14,40,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,statue of liberty virtual tour,14,590,0.02,16,,2026-09-15
momentum-360,momentumvirtualtours.com,tour of google campus,14,260,0.14,6,,2026-09-15
momentum-360,momentumvirtualtours.com,v a meaning medical,14,480,0.00,73,,2026-09-15
momentum-360,momentumvirtualtours.com,va hospital meaning,14,320,0.00,62,,2026-09-15
momentum-360,momentumvirtualtours.com,veterans affairs medical,14,90,0.03,90,0.61,2026-09-15
momentum-360,momentumvirtualtours.com,why do i get no likes on instagram,14,30,0.01,0,,2026-09-15
momentum-360,momentumvirtualtours.com,why is it so hard to get followers on instagram,14,30,0.12,18,2.71,2026-09-15
momentum-360,momentumvirtualtours.com,youtube accounts suspended,14,90,0.00,14,,2026-09-15
momentum-360,momentumvirtualtours.com,2 million instagram followers,15,50,0.00,12,,2026-09-15
momentum-360,momentumvirtualtours.com,360 with iphone,15,320,0.44,6,2.31,2026-09-15
momentum-360,momentumvirtualtours.com,account suspended youtube,15,90,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,andice tx,15,2400,0.03,0,0.19,2026-09-15
momentum-360,momentumvirtualtours.com,boost your instagram likes,15,30,0.60,17,6.04,2026-09-15
momentum-360,momentumvirtualtours.com,camera company known for its moments,15,40,0.00,9,,2026-09-15
momentum-360,momentumvirtualtours.com,campus google,15,2900,0.00,29,,2026-09-15
momentum-360,momentumvirtualtours.com,can't delete videos from iphone,15,30,0.03,0,,2026-09-15
momentum-360,momentumvirtualtours.com,casulo hotel,15,260,0.10,0,1.04,2026-09-15
momentum-360,momentumvirtualtours.com,community hills san jose,15,70,0.08,2,,2026-09-15
momentum-360,momentumvirtualtours.com,facebook active time,15,50,0.04,17,,2026-09-15
momentum-360,momentumvirtualtours.com,getting matched on tinder,15,30,0.06,8,,2026-09-15
momentum-360,momentumvirtualtours.com,google campus tour,15,260,0.14,10,,2026-09-15
momentum-360,momentumvirtualtours.com,google complex,15,140,0.10,29,,2026-09-15
momentum-360,momentumvirtualtours.com,how can i delete videos from my iphone,15,70,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,how do i delete videos on my iphone,15,70,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,how many followers you need to get paid on tiktok,15,70,0.03,4,,2026-09-15
momentum-360,momentumvirtualtours.com,how many tiktok followers to get paid,15,110,0.02,0,,2026-09-15
momentum-360,momentumvirtualtours.com,how much do influencers make with 1 million followers,15,110,0.00,2,,2026-09-15
momentum-360,momentumvirtualtours.com,how much is 360,15,110,0.00,1,,2026-09-15
momentum-360,momentumvirtualtours.com,how much is the 360 camera,15,260,0.96,38,0.44,2026-09-15
momentum-360,momentumvirtualtours.com,how to clean up a video on iphone,15,50,0.64,1,3.63,2026-09-15
momentum-360,momentumvirtualtours.com,how to delete videos on my iphone,15,70,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,how to get a lot of likes in instagram,15,210,0.16,0,7.05,2026-09-15
momentum-360,momentumvirtualtours.com,how to get lots of likes in instagram,15,210,0.16,0,7.05,2026-09-15
momentum-360,momentumvirtualtours.com,how to get millions of followers on instagram,15,70,0.20,17,14.45,2026-09-15
momentum-360,momentumvirtualtours.com,how to see largest videos on iphone,15,40,0.22,0,3.47,2026-09-15
momentum-360,momentumvirtualtours.com,instagram 0 followers,15,50,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,instagram not getting likes,15,50,0.01,0,,2026-09-15
momentum-360,momentumvirtualtours.com,is friday afternoon a good time to post on instagram,15,30,0.01,16,,2026-09-15
momentum-360,momentumvirtualtours.com,kuula pricing,15,30,0.17,11,,2026-09-15
momentum-360,momentumvirtualtours.com,louvre museum virtual tour,15,140,0.06,8,,2026-09-15
momentum-360,momentumvirtualtours.com,new york metropolitan museum of art virtual tour,15,110,0.04,30,15.24,2026-09-15
momentum-360,momentumvirtualtours.com,online tour of the white house,15,40,0.05,45,0.01,2026-09-15
momentum-360,momentumvirtualtours.com,perfect timing to post on instagram,15,70,0.01,29,,2026-09-15
momentum-360,momentumvirtualtours.com,real estate taxes indianapolis,15,1300,0.01,10,5.71,2026-09-15
momentum-360,momentumvirtualtours.com,the metropolitan museum of art virtual tour,15,30,0.03,24,,2026-09-15
momentum-360,momentumvirtualtours.com,va doctor meaning,15,30,0.00,28,,2026-09-15
momentum-360,momentumvirtualtours.com,va meaning medical,15,480,0.00,30,,2026-09-15
momentum-360,momentumvirtualtours.com,virtual tours nyc,15,110,0.66,0,2.66,2026-09-15
momentum-360,momentumvirtualtours.com,what can you play with oculus quest 2,15,30,0.01,17,,2026-09-15
momentum-360,momentumvirtualtours.com,what does va stand for medical,15,40,0.00,32,,2026-09-15
momentum-360,momentumvirtualtours.com,what is the future of real estate,15,20,0.04,13,4.33,2026-09-15
momentum-360,momentumvirtualtours.com,when are property taxes due in marion county indiana,15,70,0.00,6,,2026-09-15
momentum-360,momentumvirtualtours.com,why do my instagram posts get no likes,15,30,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,why is my instagram posts not getting likes,15,90,0.01,0,,2026-09-15
momentum-360,momentumvirtualtours.com,youtube account is suspended,15,90,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,youtube suspended,15,40,0.00,12,,2026-09-15
momentum-360,momentumvirtualtours.com,youtube suspended my account,15,20,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,youvisit virtual tours,15,90,0.11,18,14.87,2026-09-15
momentum-360,momentumvirtualtours.com,500 followers,16,210,0.07,0,1.02,2026-09-15
momentum-360,momentumvirtualtours.com,blandair park west,16,40,0.02,0,,2026-09-15
momentum-360,momentumvirtualtours.com,dc government property tax,16,40,0.00,2,,2026-09-15
momentum-360,momentumvirtualtours.com,does posting everyday on instagram help,16,50,0.01,2,,2026-09-15
momentum-360,momentumvirtualtours.com,does the oculus come with games,16,40,0.26,24,,2026-09-15
momentum-360,momentumvirtualtours.com,fish lake regional park maple grove mn,16,110,0.01,0,,2026-09-15
momentum-360,momentumvirtualtours.com,foley square park nyc,16,18100,0.07,2,0.42,2026-09-15
momentum-360,momentumvirtualtours.com,google 360 tours,16,50,0.10,32,,2026-09-15
momentum-360,momentumvirtualtours.com,googleplex tour,16,170,0.60,15,,2026-09-15
momentum-360,momentumvirtualtours.com,how do i delete videos from my iphone,16,70,0.00,0,,2026-09-15
momentum-360,momentumvirtualtours.com,how many followers on tiktok to make money,16,1600,0.03,0,0.02,2026-09-15
momentum-360,momentumvirtualtours.com,how much for grad photos,16,170,0.01,0,,2026-09-15
momentum-360,momentumvirtualtours.com,how much to pay a social media manager,16,40,0.31,12,4.37,2026-09-15
momentum-360,momentumvirtualtours.com,how to be social media popular,16,40,0.06,21,,2026-09-15
nkcdc,nkcdc.org,1817 frankford ave,1,30,0.00,0,,2026-09-15
nkcdc,nkcdc.org,2446 coral st,1,30,0.00,0,,2026-09-15
nkcdc,nkcdc.org,2446 coral st philadelphia pa 19125,1,50,0.00,0,,2026-09-15
nkcdc,nkcdc.org,2446 coral street philadelphia pa,1,30,0.01,0,,2026-09-15
nkcdc,nkcdc.org,2721 ruth street philadelphia pa,1,40,0.00,0,,2026-09-15
nkcdc,nkcdc.org,2771 ruth street,1,110,0.00,0,,2026-09-15
nkcdc,nkcdc.org,2771 ruth street philadelphia pa 19134,1,40,0.01,0,,2026-09-15
nkcdc,nkcdc.org,2771 ruth street suite 1 philadelphia pa 19134,1,70,0.01,0,,2026-09-15
nkcdc,nkcdc.org,2801 frankford ave philadelphia pa,1,30,0.00,0,,2026-09-15
nkcdc,nkcdc.org,2930 jasper st philadelphia pa 19134,1,140,0.01,0,,2026-09-15
nkcdc,nkcdc.org,2930 jasper street,1,320,0.01,0,,2026-09-15
nkcdc,nkcdc.org,2930 jasper street philadelphia pa 19134,1,90,0.01,0,,2026-09-15
nkcdc,nkcdc.org,arts grants philadelphia,1,40,0.06,19,16.27,2026-09-15
nkcdc,nkcdc.org,coral arts house,1,140,0.01,0,,2026-09-15
nkcdc,nkcdc.org,coral street arts house,1,140,0.01,0,,2026-09-15
nkcdc,nkcdc.org,escuelas infantiles municipales,1,70,0.01,0,,2026-09-15
nkcdc,nkcdc.org,greensgrow farms,1,320,0.01,0,,2026-09-15
nkcdc,nkcdc.org,history of kensington,1,30,0.00,30,,2026-09-15
nkcdc,nkcdc.org,history of kensington philadelphia,1,70,0.00,17,,2026-09-15
nkcdc,nkcdc.org,income based apartments philadelphia pa,1,140,0.75,0,2.08,2026-09-15
nkcdc,nkcdc.org,jardín comunitario,1,50,0.01,0,,2026-09-15
nkcdc,nkcdc.org,kensington engagement center,1,70,0.01,0,,2026-09-15
nkcdc,nkcdc.org,kensington history,1,30,0.00,24,,2026-09-15
nkcdc,nkcdc.org,kensington philadelphia history,1,70,0.00,14,,2026-09-15
nkcdc,nkcdc.org,new kensington cdc,1,390,0.00,8,,2026-09-15
nkcdc,nkcdc.org,new kensington community development corporation,1,390,0.00,11,,2026-09-15
nkcdc,nkcdc.org,new kingdom sports,1,110,0.02,0,,2026-09-15
nkcdc,nkcdc.org,nkcdc,1,720,0.00,11,,2026-09-15
nkcdc,nkcdc.org,nkcdc garden,1,320,0.01,0,,2026-09-15
nkcdc,nkcdc.org,nkcdc new kensington community development corporation,1,390,0.04,10,0.33,2026-09-15
nkcdc,nkcdc.org,nkcdc philadelphia,1,390,0.00,10,,2026-09-15
nkcdc,nkcdc.org,orinoka civic house,1,170,0.01,0,3.37,2026-09-15
nkcdc,nkcdc.org,orinoka civic house photos,1,40,0.03,0,,2026-09-15
nkcdc,nkcdc.org,philadelphia art grants,1,40,0.06,21,16.27,2026-09-15
nkcdc,nkcdc.org,philadelphia artist grants,1,50,0.06,21,28.34,2026-09-15
nkcdc,nkcdc.org,philadelphia arts grants,1,40,0.06,21,16.27,2026-09-15
nkcdc,nkcdc.org,ruth apartment,1,50,0.13,0,2.22,2026-09-15
nkcdc,nkcdc.org,ruth street,1,2400,0.03,0,,2026-09-15
nkcdc,nkcdc.org,ruth street civic house,1,110,0.02,0,7.01,2026-09-15
nkcdc,nkcdc.org,schools in kensington,1,30,0.05,13,1.60,2026-09-15
nkcdc,nkcdc.org,sports kingdom kensington,1,30,0.00,0,,2026-09-15
nkcdc,nkcdc.org,2930 jasper st,2,320,0.01,0,,2026-09-15
nkcdc,nkcdc.org,2930 jasper street philadelphia pa,2,70,0.01,0,,2026-09-15
nkcdc,nkcdc.org,3000 kensington ave,2,70,0.00,0,,2026-09-15
nkcdc,nkcdc.org,businesses in philadelphia,2,90,0.21,0,5.42,2026-09-15
nkcdc,nkcdc.org,cure violence philadelphia,2,30,0.00,7,,2026-09-15
nkcdc,nkcdc.org,fishtown bid,2,50,0.00,0,,2026-09-15
nkcdc,nkcdc.org,fishtown business improvement district,2,50,0.00,0,,2026-09-15
nkcdc,nkcdc.org,gniewek funeral home,2,30,0.01,0,,2026-09-15
nkcdc,nkcdc.org,greensgrow farms philadelphia,2,320,0.01,0,,2026-09-15
nkcdc,nkcdc.org,income based apartments in philadelphia,2,40,0.44,0,5.75,2026-09-15
nkcdc,nkcdc.org,income based apartments philadelphia,2,590,0.56,0,2.81,2026-09-15
nkcdc,nkcdc.org,income based housing in philadelphia,2,590,0.56,0,2.81,2026-09-15
nkcdc,nkcdc.org,income based housing in philadelphia pa,2,590,0.56,0,2.81,2026-09-15
nkcdc,nkcdc.org,income based housing philadelphia,2,590,0.56,0,2.81,2026-09-15
nkcdc,nkcdc.org,income based housing philadelphia pa,2,590,0.56,0,2.81,2026-09-15
nkcdc,nkcdc.org,income restricted apartments philadelphia,2,140,0.75,0,2.08,2026-09-15
nkcdc,nkcdc.org,kensington events,2,70,0.03,5,,2026-09-15
nkcdc,nkcdc.org,kensington philadelphia 1950s,2,40,0.00,4,,2026-09-15
nkcdc,nkcdc.org,low income apartments philadelphia,2,6600,0.46,0,2.42,2026-09-15
nkcdc,nkcdc.org,low income apartments philadelphia pa,2,6600,0.46,0,2.42,2026-09-15
nkcdc,nkcdc.org,low income housing in philly,2,6600,0.46,0,2.42,2026-09-15
nkcdc,nkcdc.org,low income housing philadelphia,2,6600,0.46,2,2.42,2026-09-15
nkcdc,nkcdc.org,pawn shops kensington ave,2,70,0.13,0,1.56,2026-09-15
nkcdc,nkcdc.org,schools in kensington philadelphia,2,30,0.02,0,,2026-09-15
nkcdc,nkcdc.org,small business grant philadelphia,2,70,0.72,20,3.90,2026-09-15
nkcdc,nkcdc.org,affordable housing in philadelphia,3,6600,0.46,3,2.42,2026-09-15
nkcdc,nkcdc.org,affordable housing philadelphia for rent,3,70,0.56,0,1.24,2026-09-15
nkcdc,nkcdc.org,alex grocery store,3,390,0.02,0,0.12,2026-09-15
nkcdc,nkcdc.org,alex supermarket,3,210,0.06,1,,2026-09-15
nkcdc,nkcdc.org,appliance & tv discounters philadelphia pa,3,70,0.49,0,1.20,2026-09-15
nkcdc,nkcdc.org,artist grants philadelphia,3,50,0.06,24,28.34,2026-09-15
nkcdc,nkcdc.org,asociación de vecinos,3,40,0.00,0,,2026-09-15
nkcdc,nkcdc.org,brotherly love barber shop,3,320,0.01,0,0.93,2026-09-15
nkcdc,nkcdc.org,cold beer deli near me,3,40,0.03,0,0.12,2026-09-15
nkcdc,nkcdc.org,coral house philadelphia,3,70,0.08,0,9.12,2026-09-15
nkcdc,nkcdc.org,coral street philadelphia pa,3,30,0.01,0,,2026-09-15
nkcdc,nkcdc.org,events kensington,3,70,0.03,14,,2026-09-15
nkcdc,nkcdc.org,frankford convenience store,3,40,0.00,0,,2026-09-15
nkcdc,nkcdc.org,housing counseling philadelphia,3,50,0.07,3,11.47,2026-09-15
nkcdc,nkcdc.org,housing for low income in philadelphia,3,6600,0.46,14,2.42,2026-09-15
nkcdc,nkcdc.org,is kensington a city,3,40,0.00,19,,2026-09-15
nkcdc,nkcdc.org,jasper st studios,3,50,0.00,0,,2026-09-15
nkcdc,nkcdc.org,jasper studio philadelphia,3,40,0.00,0,,2026-09-15
nkcdc,nkcdc.org,jasper studios philadelphia,3,40,0.00,0,,2026-09-15
nkcdc,nkcdc.org,jasper studios photos,3,30,0.00,0,,2026-09-15
nkcdc,nkcdc.org,kensington delaware,3,30,0.00,0,,2026-09-15
nkcdc,nkcdc.org,kensington derby 2025,3,70,0.00,0,,2026-09-15
nkcdc,nkcdc.org,kensington derby and arts festival,3,30,0.00,0,,2026-09-15
nkcdc,nkcdc.org,kensington kinetic derby,3,70,0.03,0,,2026-09-15
nkcdc,nkcdc.org,kensington kinetic derby 2025,3,30,0.00,0,,2026-09-15
nkcdc,nkcdc.org,kensington newspaper,3,140,0.00,0,,2026-09-15
nkcdc,nkcdc.org,kinetic sculpture derby,3,40,0.00,0,,2026-09-15
nkcdc,nkcdc.org,low income apartments in philadelphia for rent,3,110,0.60,0,1.98,2026-09-15
nkcdc,nkcdc.org,low income philadelphia,3,40,0.36,4,1.90,2026-09-15
nkcdc,nkcdc.org,low-income philadelphia,3,40,0.36,4,1.90,2026-09-15
nkcdc,nkcdc.org,morris auto parts kensington avenue,3,90,0.06,0,3.00,2026-09-15
nkcdc,nkcdc.org,morris auto parts philadelphia,3,30,0.23,0,2.52,2026-09-15
nkcdc,nkcdc.org,morris auto parts philadelphia pa,3,30,0.23,0,2.52,2026-09-15
nkcdc,nkcdc.org,new community development corporation,3,110,0.00,8,,2026-09-15
nkcdc,nkcdc.org,new kensington,3,14800,0.03,11,1.33,2026-09-15
nkcdc,nkcdc.org,north kensington philadelphia,3,40,0.04,1,,2026-09-15
nkcdc,nkcdc.org,nu bella nails,3,170,0.02,0,,2026-09-15
nkcdc,nkcdc.org,pat's auto tags,3,880,0.02,0,3.57,2026-09-15
nkcdc,nkcdc.org,pawn shops in kensington,3,140,0.16,0,1.55,2026-09-15
nkcdc,nkcdc.org,pearl dance studio,3,140,0.02,0,,2026-09-15
nkcdc,nkcdc.org,philadelphia business grants,3,20,0.54,14,6.10,2026-09-15
nkcdc,nkcdc.org,philadelphia home improvement,3,320,0.83,0,8.63,2026-09-15
nkcdc,nkcdc.org,philadelphia low-income housing,3,6600,0.46,19,2.42,2026-09-15
nkcdc,nkcdc.org,philadelphia small business grants,3,70,0.47,20,6.10,2026-09-15
nkcdc,nkcdc.org,r & r produce,3,720,0.02,0,0.80,2026-09-15
nkcdc,nkcdc.org,small business in philadelphia,3,210,0.14,13,12.82,2026-09-15
nkcdc,nkcdc.org,subsidized housing in philadelphia,3,6600,0.46,19,2.42,2026-09-15
nkcdc,nkcdc.org,transcending roots apothecary,3,40,0.05,8,,2026-09-15
nkcdc,nkcdc.org,affordable apartments philadelphia,4,1900,0.68,0,1.50,2026-09-15
nkcdc,nkcdc.org,affordable housing in philadelphia for rent,4,70,0.61,0,0.94,2026-09-15
nkcdc,nkcdc.org,alex grocery,4,390,0.02,0,0.20,2026-09-15
nkcdc,nkcdc.org,appliance and tv discounters philadelphia,4,70,0.49,0,1.20,2026-09-15
nkcdc,nkcdc.org,basic systems repair program,4,170,0.13,0,20.23,2026-09-15
nkcdc,nkcdc.org,basic systems repair program philadelphia,4,90,0.06,0,,2026-09-15
nkcdc,nkcdc.org,care trust pharmacy,4,320,0.01,0,,2026-09-15
nkcdc,nkcdc.org,caretrust pharmacy,4,320,0.01,2,,2026-09-15
nkcdc,nkcdc.org,circle thrift philadelphia,4,390,0.00,0,,2026-09-15
nkcdc,nkcdc.org,circle thrift philadelphia pa,4,390,0.00,0,,2026-09-15
nkcdc,nkcdc.org,circle thrift philly,4,390,0.00,0,,2026-09-15
nkcdc,nkcdc.org,circles thrift,4,8100,0.02,4,1.30,2026-09-15
nkcdc,nkcdc.org,citizens bank aramingo,4,260,0.03,1,10.04,2026-09-15
nkcdc,nkcdc.org,citizens bank aramingo ave,4,260,0.03,0,10.04,2026-09-15
nkcdc,nkcdc.org,citizens bank on aramingo avenue,4,260,0.03,2,10.04,2026-09-15
nkcdc,nkcdc.org,cmx 2 zoning,4,30,0.00,0,,2026-09-15
nkcdc,nkcdc.org,cmx-2 zoning,4,30,0.00,0,,2026-09-15
nkcdc,nkcdc.org,commercial to rent,4,30,0.06,0,3.30,2026-09-15
nkcdc,nkcdc.org,coral house apartments,4,40,0.18,0,2.73,2026-09-15
nkcdc,nkcdc.org,empty business buildings for sale,4,40,0.46,4,1.34,2026-09-15
nkcdc,nkcdc.org,fair chance hiring initiative philadelphia,4,50,0.00,0,,2026-09-15
nkcdc,nkcdc.org,fishtown rec center,4,1000,0.04,0,0.08,2026-09-15
nkcdc,nkcdc.org,fishtown recreation center,4,1000,0.04,0,0.08,2026-09-15
nkcdc,nkcdc.org,heitzman rec center,4,720,0.02,0,,2026-09-15
nkcdc,nkcdc.org,high schools in kensington,4,70,0.02,0,,2026-09-15
nkcdc,nkcdc.org,home repair grants philadelphia,4,50,0.08,13,3.29,2026-09-15
nkcdc,nkcdc.org,jaizelle hanna,4,70,0.00,0,,2026-09-15
nkcdc,nkcdc.org,jasper studios,4,1600,0.03,0,0.51,2026-09-15
nkcdc,nkcdc.org,kensington derby,4,390,0.32,0,0.37,2026-09-15
nkcdc,nkcdc.org,kensington derby 2025 schedule,4,20,,0,,2026-09-15
nkcdc,nkcdc.org,kensington in,4,70,0.01,35,,2026-09-15
nkcdc,nkcdc.org,kensington pa,4,49500,0.01,7,7.55,2026-09-15
nkcdc,nkcdc.org,kensington phila pa,4,49500,0.01,5,7.55,2026-09-15
nkcdc,nkcdc.org,kensington us,4,320,0.00,19,,2026-09-15
nkcdc,nkcdc.org,kinetic derby,4,50,0.00,3,,2026-09-15
